line,level,part,chapter,title,path,exists,has_children,body_chars,han_chars,latin_words,english_blocks,status,source_versions
136,2,II. SQL 查詢語言,11. 索引（Index）,11.8. 部份索引（partial index）,the-sql-language/index/partial-indexes.md,True,False,3070,1467,75,0,chinese-review,
137,2,II. SQL 查詢語言,11. 索引（Index）,11.9. Index-Only Scans and Covering Indexes,the-sql-language/index/index-only-scans-and-covering-indexes.md,True,False,7407,1048,855,12,mixed-review,13
138,2,II. SQL 查詢語言,11. 索引（Index）,11.10. 運算子物件及家族,the-sql-language/index/operator-classes-and-operator-families.md,True,False,2125,679,21,0,chinese-review,
139,2,II. SQL 查詢語言,11. 索引（Index）,11.11. 索引與排序規則,the-sql-language/index/indexes-and-collations.md,True,False,533,155,1,0,chinese-review,
140,2,II. SQL 查詢語言,11. 索引（Index）,11.12. 檢查索引運用,the-sql-language/index/examining-index-usage.md,True,False,1873,900,87,0,chinese-review,
141,1,II. SQL 查詢語言,12. 全文檢索,12. 全文檢索,the-sql-language/12.-quan-wen-jian-suo/README.md,True,True,0,0,0,0,heading-only-container,
142,2,II. SQL 查詢語言,12. 全文檢索,12.1. 簡介,the-sql-language/12.-quan-wen-jian-suo/12.1.-jian-jie.md,True,False,13897,0,1638,23,no-chinese-prose,10
143,2,II. SQL 查詢語言,12. 全文檢索,12.2. 查詢與索引,the-sql-language/12.-quan-wen-jian-suo/12.2.-cha-xun-yu-suo-yin.md,True,False,5515,0,557,11,no-chinese-prose,10
144,2,II. SQL 查詢語言,12. 全文檢索,12.3. 細部控制,the-sql-language/12.-quan-wen-jian-suo/12.3.-xi-bu-kong-zhi.md,True,False,17669,0,1649,26,no-chinese-prose,10
145,2,II. SQL 查詢語言,12. 全文檢索,12.4. 延伸功能,the-sql-language/12.-quan-wen-jian-suo/12.4.-yan-shen-gong-neng.md,True,False,13097,0,1186,20,no-chinese-prose,10
146,2,II. SQL 查詢語言,12. 全文檢索,12.5. 斷詞,the-sql-language/12.-quan-wen-jian-suo/12.5.-duan-ci.md,True,False,5756,0,323,6,no-chinese-prose,10
147,2,II. SQL 查詢語言,12. 全文檢索,12.6. 字典,the-sql-language/12.-quan-wen-jian-suo/12.6.-zi-dian.md,True,False,22377,0,2258,42,no-chinese-prose,10
148,2,II. SQL 查詢語言,12. 全文檢索,12.7. 組態範例,the-sql-language/12.-quan-wen-jian-suo/12.7.-zu-tai-fan-li.md,True,False,2960,0,216,2,no-chinese-prose,10
149,2,II. SQL 查詢語言,12. 全文檢索,12.8. 測試與除錯,the-sql-language/12.-quan-wen-jian-suo/12.8.-ce-shi-yu-chu-cuo.md,True,False,9782,0,441,9,no-chinese-prose,10
150,2,II. SQL 查詢語言,12. 全文檢索,12.9. GIN 及 GiST 索引型別,the-sql-language/12.-quan-wen-jian-suo/12.9.-gin-ji-gist-suo-yin-xing-bie.md,True,False,2762,0,390,6,no-chinese-prose,10
151,2,II. SQL 查詢語言,12. 全文檢索,12.10. psql支援,the-sql-language/12.-quan-wen-jian-suo/12.10.-psql-zhi-yuan.md,True,False,5787,0,88,1,no-chinese-prose,
152,2,II. SQL 查詢語言,12. 全文檢索,12.11. 功能限制,the-sql-language/12.-quan-wen-jian-suo/12.11.-gong-neng-xian-zhi.md,True,False,848,0,106,2,no-chinese-prose,
153,1,II. SQL 查詢語言,13. 一致性管理（Concurrency Control）,13. 一致性管理（Concurrency Control）,the-sql-language/concurrency-control/README.md,True,True,112,96,1,0,chinese-review,
154,2,II. SQL 查詢語言,13. 一致性管理（Concurrency Control）,13.1. 簡介,the-sql-language/concurrency-control/introduction.md,True,False,587,397,18,0,chinese-review,
155,2,II. SQL 查詢語言,13. 一致性管理（Concurrency Control）,13.2. 交易隔離,the-sql-language/concurrency-control/transaction-isolation.md,True,False,14717,3259,1122,7,mixed-review,"10,current"
156,2,II. SQL 查詢語言,13. 一致性管理（Concurrency Control）,13.3. 鎖定模式,the-sql-language/concurrency-control/explicit-locking.md,True,False,15735,1285,1572,22,mixed-review,12
157,2,II. SQL 查詢語言,13. 一致性管理（Concurrency Control）,13.4. 在應用端檢視資料一致性,the-sql-language/concurrency-control/data-consistency-checks-at-the-application-level.md,True,False,6102,0,873,10,no-chinese-prose,11
158,2,II. SQL 查詢語言,13. 一致性管理（Concurrency Control）,13.5. Serialization Failure Handling,the-sql-language/concurrency-control/mvcc-serialization-failure-handling.md,True,False,2238,0,317,4,no-chinese-prose,
159,2,II. SQL 查詢語言,13. 一致性管理（Concurrency Control）,13.6. 特別提醒,the-sql-language/concurrency-control/caveats.md,True,False,674,338,38,0,chinese-review,
160,2,II. SQL 查詢語言,13. 一致性管理（Concurrency Control）,13.7. 鎖定與索引,the-sql-language/concurrency-control/locking-and-indexes.md,True,False,583,357,27,0,chinese-review,
161,1,II. SQL 查詢語言,14. 效能技巧,14. 效能技巧,the-sql-language/performance-tips/README.md,True,True,78,62,1,0,chinese-review,
162,2,II. SQL 查詢語言,14. 效能技巧,14.1. 善用 EXPLAIN,the-sql-language/performance-tips/using-explain.md,True,False,21927,5602,237,0,chinese-review,
163,2,II. SQL 查詢語言,14. 效能技巧,14.2. 統計資訊,the-sql-language/performance-tips/statistics-used-by-the-planner.md,True,False,6239,2305,114,0,chinese-review,
164,2,II. SQL 查詢語言,14. 效能技巧,14.3. 使用確切的 JOIN 方式,the-sql-language/performance-tips/controlling-the-planner-with-explicit-join-clauses.md,True,False,7099,0,946,16,no-chinese-prose,10
165,2,II. SQL 查詢語言,14. 效能技巧,14.4. 快速建立資料庫內容,the-sql-language/performance-tips/populating-a-database.md,True,False,10383,0,1389,20,no-chinese-prose,12
166,2,II. SQL 查詢語言,14. 效能技巧,14.5. 風險性彈性設定,the-sql-language/performance-tips/non-durable-settings.md,True,False,1093,352,73,0,chinese-review,
167,1,II. SQL 查詢語言,15. 平行查詢,15. 平行查詢,the-sql-language/parallel-query/README.md,True,True,272,240,2,0,chinese-review,
168,2,II. SQL 查詢語言,15. 平行查詢,15.1. 如何運作？,the-sql-language/parallel-query/how-parallel-query-works.md,True,False,1662,735,37,0,chinese-review,
169,2,II. SQL 查詢語言,15. 平行查詢,15.2. 啓用時機？,the-sql-language/parallel-query/when-can-parallel-query-be-used.md,True,False,4139,0,531,7,no-chinese-prose,13
170,2,II. SQL 查詢語言,15. 平行查詢,15.3. 平行查詢計畫,the-sql-language/parallel-query/parallel-plans.md,True,False,7307,490,979,9,mixed-review,12
171,2,II. SQL 查詢語言,15. 平行查詢,15.4. 平行查詢的安全性,the-sql-language/parallel-query/parallel-safety.md,True,False,4334,0,597,7,no-chinese-prose,12
172,0,III. 系統管理,III. 系統管理,III. 系統管理,server-administration/README.md,True,True,403,276,10,0,chinese-review,
173,1,III. 系統管理,16. 以預編譯套件安裝,16. 以預編譯套件安裝,server-administration/installation-from-binaries.md,True,False,288,114,8,0,chinese-review,
174,1,III. 系統管理,17. 以原始碼安裝,17. 以原始碼安裝,server-administration/installation-from-source-code/README.md,True,True,78,48,3,0,chinese-review,
175,2,III. 系統管理,17. 以原始碼安裝,17.1. 簡要步驟,server-administration/installation-from-source-code/short-version.md,True,False,346,15,0,0,chinese-review,
